Governorate,City,District,Town
محافظة الحسكة,المالكية,مركز المالكية,الكهف الأسود
محافظة الحسكة,المالكية,مركز المالكية,المصطفاوية الجديدة
محافظة الحسكة,المالكية,مركز المالكية,الوفاء
محافظة الحسكة,المالكية,مركز المالكية,تل الصدق الجديدة
محافظة الحسكة,المالكية,مركز المالكية,خربة الجزار
محافظة الحسكة,المالكية,مركز المالكية,عرعر جديد
محافظة الحسكة,المالكية,مركز المالكية,عين الخضراء الجديدة
محافظة الحسكة,المالكية,مركز المالكية,عين الطويل
محافظة الحسكة,المالكية,مركز المالكية,نبع النبي
محافظة الحسكة,المالكية,مركز المالكية,وادي السوس
محافظة الحسكة,المالكية,مركز الجوادية,رميلان الباشا
محافظة الحسكة,المالكية,مركز الجوادية,الطويبة
محافظة الحسكة,المالكية,مركز الجوادية,العباسية
محافظة الحسكة,المالكية,مركز الجوادية,عابرة
محافظة الحسكة,المالكية,مركز الجوادية,أبو بكر
محافظة الحسكة,المالكية,مركز الجوادية,أبو عجيلة
محافظة الحسكة,المالكية,مركز الجوادية,أبو عبيدة
محافظة الحسكة,المالكية,مركز الجوادية,عسيلة
محافظة الحسكة,المالكية,مركز الجوادية,عتبة
محافظة الحسكة,المالكية,مركز الجوادية,باب الحديد
محافظة الحسكة,المالكية,مركز الجوادية,باقلا
محافظة الحسكة,المالكية,مركز الجوادية,دير حافر
محافظة الحسكة,المالكية,مركز الجوادية,دير أيوب
محافظة الحسكة,المالكية,مركز الجوادية,دير الغصن
محافظة الحسكة,المالكية,مركز الجوادية,الغافقية
محافظة الحسكة,المالكية,مركز الجوادية,الحافظية
محافظة الحسكة,المالكية,مركز الجوادية,الحميدية
محافظة الحسكة,المالكية,مركز الجوادية,الحمراء
محافظة الحسكة,المالكية,مركز الجوادية,الحمراء الجديدة
محافظة الحسكة,المالكية,مركز الجوادية,الحسينية
محافظة الحسكة,المالكية,مركز الجوادية,الجابرية
محافظة الحسكة,المالكية,مركز الجوادية,الجوادية
محافظة الحسكة,المالكية,مركز الجوادية,خربة بلك
محافظة الحسكة,المالكية,مركز الجوادية,خشينية
محافظة الحسكة,المالكية,مركز الجوادية,المشرفة
محافظة الحسكة,المالكية,مركز الجوادية,معشوق
محافظة الحسكة,المالكية,مركز الجوادية,المشيرفة
محافظة الحسكة,المالكية,مركز الجوادية,قاسمية
محافظة الحسكة,المالكية,مركز الجوادية,الصابرية
محافظة الحسكة,المالكية,مركز الجوادية,قنيطرة
محافظة الحسكة,المالكية,مركز الجوادية,ربيعة
محافظة الحسكة,المالكية,مركز الجوادية,الرها
محافظة الحسكة,المالكية,مركز الجوادية,السعادة
محافظة الحسكة,المالكية,مركز الجوادية,الصالحية
محافظة الحسكة,المالكية,مركز الجوادية,شبك
محافظة الحسكة,المالكية,مركز الجوادية,تل العطشان
محافظة الحسكة,المالكية,مركز الجوادية,تل الحسنات
محافظة الحسكة,المالكية,مركز الجوادية,الغسانية
محافظة الحسكة,المالكية,مركز الجوادية,باب سينار
محافظة الحسكة,المالكية,مركز الجوادية,علي بدران
محافظة الحسكة,المالكية,مركز الجوادية,حلاق
محافظة الحسكة,المالكية,مركز الجوادية,تل خليل
محافظة الحسكة,المالكية,مركز الجوادية,تل مراد
محافظة الحسكة,المالكية,مركز الجوادية,توكل
محافظة الحسكة,المالكية,مركز الجوادية,الظاهرية
محافظة الحسكة,المالكية,مركز الجوادية,أم الرمان
محافظة الحسكة,المالكية,مركز الجوادية,أم رجيم
محافظة الحسكة,المالكية,مركز الجوادية,عمارات فوقاني
محافظة الحسكة,المالكية,مركز الجوادية,عمارات تحتاني
محافظة الحسكة,المالكية,مركز الجوادية,اليمامة
محافظة الحسكة,المالكية,مركز الجوادية,البدر
محافظة الحسكة,المالكية,مركز الجوادية,العرباء
محافظة الحسكة,المالكية,مركز الجوادية,قيرو
محافظة الحسكة,المالكية,مركز الجوادية,النفطية
محافظة الحسكة,المالكية,مركز الجوادية,باب سليمان
محافظة الحسكة,المالكية,مركز الجوادية,تل منصور
محافظة الحسكة,المالكية,مركز الجوادية,سيناء
محافظة الحسكة,المالكية,مركز الجوادية,اليوسفية
محافظة الحسكة,المالكية,اليعربية,ابن الأثير
محافظة الحسكة,المالكية,اليعربية,أبو حجر
محافظة الحسكة,المالكية,اليعربية,أبو مناصب فوقاني
محافظة الحسكة,المالكية,اليعربية,أخودلشة
محافظة الحسكة,المالكية,اليعربية,الأصيلع
محافظة الحسكة,المالكية,اليعربية,أم حبال
محافظة الحسكة,المالكية,اليعربية,أم خشوف
محافظة الحسكة,المالكية,اليعربية,أم العظام
محافظة الحسكة,المالكية,اليعربية,أم كهيف فوقاني
محافظة الحسكة,المالكية,اليعربية,بئر الحلو
محافظة الحسكة,المالكية,اليعربية,بئر المالح
محافظة الحسكة,المالكية,اليعربية,البصيصية
محافظة الحسكة,المالكية,اليعربية,البطحاء
محافظة الحسكة,المالكية,اليعربية,بوثة
محافظة الحسكة,المالكية,اليعربية,الثامرية
محافظة الحسكة,المالكية,اليعربية,تل التمر
محافظة الحسكة,المالكية,اليعربية,تل دويم
محافظة الحسكة,المالكية,اليعربية,تل عرب
محافظة الحسكة,المالكية,اليعربية,تل علو الأولى
محافظة الحسكة,المالكية,اليعربية,تل علو فوقاني
محافظة الحسكة,المالكية,اليعربية,تل غزال
محافظة الحسكة,المالكية,اليعربية,تل فخار
محافظة الحسكة,المالكية,اليعربية,تل مشحن
محافظة الحسكة,المالكية,اليعربية,ثقيف
محافظة الحسكة,المالكية,اليعربية,عرجة شرقية فوقاني
محافظة الحسكة,المالكية,اليعربية,اليعربية
محافظة الحسكة,المالكية,اليعربية,البيلونة
محافظة الحسكة,المالكية,اليعربية,تل حسن
